province,party_code,party_name,provincial_seats,kabkot_seats,kabkot_to_provincial_ratio,ratio_defined
Papua Selatan,Gelora,Partai Gelombang Rakyat Indonesia,0,1,,false
Papua Selatan,PKS,Partai Keadilan Sejahtera,3,8,2.666667,true
Papua Selatan,PKN,Partai Kebangkitan Nusantara,0,0,,false
Papua Selatan,Hanura,Partai Hati Nurani Rakyat,0,1,,false
Papua Selatan,Garuda,Partai Garda Republik Indonesia,0,1,,false
Papua Selatan,PAN,Partai Amanat Nasional,1,5,5.000000,true
Papua Selatan,PBB,Partai Bulan Bintang,0,2,,false
Papua Selatan,Demokrat,Partai Demokrat,1,6,6.000000,true
Papua Selatan,PSI,Partai Solidaritas Indonesia,1,2,2.000000,true
Papua Selatan,Perindo,Partai Perindo,2,2,1.000000,true
Papua Selatan,PPP,Partai Persatuan Pembangunan,2,5,2.500000,true
Papua Selatan,PNA,PNA,0,0,,false
Papua Selatan,Gabthat,Gabthat,0,0,,false
Papua Selatan,PDA,PDA,0,0,,false
Papua Selatan,PA,PA,0,0,,false
Papua Selatan,PASA,PASA,0,0,,false
Papua Selatan,SIRA,SIRA,0,0,,false
Papua Selatan,Ummat,Partai Ummat,0,0,,false
Papua Tengah,PKB,Partai Kebangkitan Bangsa,3,12,4.000000,true
Papua Tengah,Gerindra,Partai Gerakan Indonesia Raya,4,19,4.750000,true
Papua Tengah,PDIP,Partai Demokrasi Indonesia Perjuangan,11,27,2.454545,true
Papua Tengah,Golkar,Partai Golongan Karya,3,20,6.666667,true
Papua Tengah,NasDem,Partai NasDem,5,16,3.200000,true
Papua Tengah,Buruh,Partai Buruh,0,1,,false
Papua Tengah,Gelora,Partai Gelombang Rakyat Indonesia,0,3,,false
Papua Tengah,PKS,Partai Keadilan Sejahtera,2,9,4.500000,true
Papua Tengah,PKN,Partai Kebangkitan Nusantara,1,9,9.000000,true
Papua Tengah,Hanura,Partai Hati Nurani Rakyat,3,14,4.666667,true
Papua Tengah,Garuda,Partai Garda Republik Indonesia,1,7,7.000000,true
Papua Tengah,PAN,Partai Amanat Nasional,3,12,4.000000,true
Papua Tengah,PBB,Partai Bulan Bintang,2,11,5.500000,true
Papua Tengah,Demokrat,Partai Demokrat,2,11,5.500000,true
Papua Tengah,PSI,Partai Solidaritas Indonesia,2,9,4.500000,true
Papua Tengah,Perindo,Partai Perindo,2,16,8.000000,true
Papua Tengah,PPP,Partai Persatuan Pembangunan,1,10,10.000000,true
Papua Tengah,PNA,PNA,0,0,,false
Papua Tengah,Gabthat,Gabthat,0,0,,false
Papua Tengah,PDA,PDA,0,0,,false
Papua Tengah,PA,PA,0,0,,false
Papua Tengah,PASA,PASA,0,0,,false
Papua Tengah,SIRA,SIRA,0,0,,false
Papua Tengah,Ummat,Partai Ummat,0,4,,false
Papua Pegunungan,PKB,Partai Kebangkitan Bangsa,1,13,13.000000,true
Papua Pegunungan,Gerindra,Partai Gerakan Indonesia Raya,3,16,5.333333,true
Papua Pegunungan,PDIP,Partai Demokrasi Indonesia Perjuangan,4,28,7.000000,true
Papua Pegunungan,Golkar,Partai Golongan Karya,3,13,4.333333,true
Papua Pegunungan,NasDem,Partai NasDem,11,29,2.636364,true
Papua Pegunungan,Buruh,Partai Buruh,0,3,,false
Papua Pegunungan,Gelora,Partai Gelombang Rakyat Indonesia,1,3,3.000000,true
Papua Pegunungan,PKS,Partai Keadilan Sejahtera,5,21,4.200000,true
Papua Pegunungan,PKN,Partai Kebangkitan Nusantara,2,13,6.500000,true
Papua Pegunungan,Hanura,Partai Hati Nurani Rakyat,0,6,,false
Papua Pegunungan,Garuda,Partai Garda Republik Indonesia,1,12,12.000000,true
Papua Pegunungan,PAN,Partai Amanat Nasional,2,8,4.000000,true
Papua Pegunungan,PBB,Partai Bulan Bintang,1,9,9.000000,true
Papua Pegunungan,Demokrat,Partai Demokrat,5,21,4.200000,true
Papua Pegunungan,PSI,Partai Solidaritas Indonesia,2,6,3.000000,true
Papua Pegunungan,Perindo,Partai Perindo,4,15,3.750000,true
Papua Pegunungan,PPP,Partai Persatuan Pembangunan,0,2,,false
Papua Pegunungan,PNA,PNA,0,0,,false
Papua Pegunungan,Gabthat,Gabthat,0,0,,false
Papua Pegunungan,PDA,PDA,0,0,,false
Papua Pegunungan,PA,PA,0,0,,false
Papua Pegunungan,PASA,PASA,0,0,,false
Papua Pegunungan,SIRA,SIRA,0,0,,false
Papua Pegunungan,Ummat,Partai Ummat,0,2,,false
Papua Barat Daya,PKB,Partai Kebangkitan Bangsa,1,11,11.000000,true
Papua Barat Daya,Gerindra,Partai Gerakan Indonesia Raya,3,11,3.666667,true
Papua Barat Daya,PDIP,Partai Demokrasi Indonesia Perjuangan,5,16,3.200000,true
Papua Barat Daya,Golkar,Partai Golongan Karya,8,23,2.875000,true
Papua Barat Daya,NasDem,Partai NasDem,4,18,4.500000,true
Papua Barat Daya,Buruh,Partai Buruh,0,1,,false
Papua Barat Daya,Gelora,Partai Gelombang Rakyat Indonesia,0,1,,false
Papua Barat Daya,PKS,Partai Keadilan Sejahtera,1,15,15.000000,true
Papua Barat Daya,PKN,Partai Kebangkitan Nusantara,0,0,,false
Papua Barat Daya,Hanura,Partai Hati Nurani Rakyat,3,8,2.666667,true
Papua Barat Daya,Garuda,Partai Garda Republik Indonesia,0,3,,false
Papua Barat Daya,PAN,Partai Amanat Nasional,1,6,6.000000,true
Papua Barat Daya,PBB,Partai Bulan Bintang,0,1,,false
Papua Barat Daya,Demokrat,Partai Demokrat,5,16,3.200000,true
Papua Barat Daya,PSI,Partai Solidaritas Indonesia,1,1,1.000000,true
Papua Barat Daya,Perindo,Partai Perindo,3,3,1.000000,true
Papua Barat Daya,PPP,Partai Persatuan Pembangunan,0,1,,false
Papua Barat Daya,PNA,PNA,0,0,,false
Papua Barat Daya,Gabthat,Gabthat,0,0,,false
Papua Barat Daya,PDA,PDA,0,0,,false
Papua Barat Daya,PA,PA,0,0,,false
Papua Barat Daya,PASA,PASA,0,0,,false
Papua Barat Daya,SIRA,SIRA,0,0,,false
Papua Barat Daya,Ummat,Partai Ummat,0,0,,false
