province,province_raw,candidate_name,vote_count,rank
Aceh,ACEH,"H. SUDIRMAN HAJI UMA, S. Sos.",1060991,1
Aceh,ACEH,Tgk. AHMADA,207464,2
Aceh,ACEH,DARWATI A. GANI,184528,3
Aceh,ACEH,"AZHARI CAGE, S.IP",150934,4
Aceh,ACEH,"H. M. FADHIL RAHMI, Lc., M.Ag.",137754,5
Aceh,ACEH,"H. AKHYAR KAMIL, S.H.",136002,6
Aceh,ACEH,ABDUL HADI BANG JONI,119669,7
Aceh,ACEH,"RAHMAD MAULIZAR, S.AN",103426,8
Aceh,ACEH,SOFYAN ARDI,90945,9
Aceh,ACEH,"H. SAYED MUHAMMAD MULIADY, S.H.",86434,10
Aceh,ACEH,"MIZAR LIYANDA, S.TP., M.P.",67166,11
Aceh,ACEH,RAHMAT RAZI AULIA (MC RAZI),66526,12
Aceh,ACEH,"Dr. H. A. MUFAKHIR MUHAMMAD, M.A.",60563,13
Aceh,ACEH,"dr. IRSALINA HUSNA AZWIR, S.H., Sp.DV., CPM",54805,14
Aceh,ACEH,NAZAR APACHE,52020,15
Aceh,ACEH,"Drs. SAHIDAL KASTRI, M.Pd.",45619,16
Aceh,ACEH,"DEDY MULYADI SELIAN, S.T.",43603,17
Aceh,ACEH,"DEDI SUMARDI NURDIN, A.Md.Kep., S.K.M., M.M.",40667,18
Aceh,ACEH,"Dr. MULIA RAHMAN, S.Pd.I., M.A.",36810,19
Aceh,ACEH,"SAFIR (FIRSA AGAM), S.H.",27685,20
Aceh,ACEH,"M. FAKHRUDDIN, S.T.",23567,21
Aceh,ACEH,H. FIRMANDEZ,22497,22
Aceh,ACEH,"NAZIR ADAM, S.E., M.M.",22477,23
Aceh,ACEH,"Ir. RAZALI AR, M.Si.",21096,24
Aceh,ACEH,"M. ZULMI, S.E.",19998,25
Aceh,ACEH,"M. ADAM, S.Pd.SD.",16433,26
Aceh,ACEH,"M. AMIN SAID, S.H., M.Hum.",15834,27
Aceh,ACEH,"Dr. H. MOHD. ILYAS, S.E., M.M.",15560,28
Aceh,ACEH,"Dr. RAIHANAH, M.Si.",11873,29
Aceh,ACEH,"ZULFIKAR, S.E.",0,30
Sumatera Utara,SUMATERA UTARA,"Ust. Dr. H. DEDI ISKANDAR BATUBARA, S.Sos., S.H., M.S.P., M.H., C.I.R.B.C., C.W.C.",1081487,1
Sumatera Utara,SUMATERA UTARA,"Pdt. PENRAD SIAGIAN, S.Th., M.Si., Teol.",642165,2
Sumatera Utara,SUMATERA UTARA,"K.H. MUHAMMAD NUH, M.S.P.",618241,3
Sumatera Utara,SUMATERA UTARA,"Dr. BADIKENITA BR SITEPU, S.E., S.H., M.Si.",553752,4
Sumatera Utara,SUMATERA UTARA,"H. FAISAL AMRI, S.Ag., M.Ag.",546936,5
Sumatera Utara,SUMATERA UTARA,"Dr. PARLINDUNGAN PURBA, S.H., M.M.",532646,6
Sumatera Utara,SUMATERA UTARA,"BAHRUL 'ULUM HARAHAP, S.Fil.I., M.Pd.",400451,7
Sumatera Utara,SUMATERA UTARA,"SABAM PARULIAN PARSAORAN MANALU, S.E., M.A.P.",278853,8
Sumatera Utara,SUMATERA UTARA,"Ust. RAFDINAL, S.Sos., M.A.P.",259510,9
Sumatera Utara,SUMATERA UTARA,"DARWIS H. HARAHAP, S.P.",244907,10
Sumatera Utara,SUMATERA UTARA,"H. ALBINER SITOMPUL, S.I.P., M.A.P.",232949,11
Sumatera Utara,SUMATERA UTARA,Ir. ABDON NABABAN,208979,12
Sumatera Utara,SUMATERA UTARA,"PARULIAN SIREGAR, M.A.",165389,13
Sumatera Utara,SUMATERA UTARA,"ANDI JUNIANTO BARUS, S.H., M.H.",162322,14
Sumatera Utara,SUMATERA UTARA,"M. FIRMAN SHAH, S.H.",151549,15
Sumatera Utara,SUMATERA UTARA,"SAMULYA SURYA INDRA, S.P.",139798,16
Sumatera Utara,SUMATERA UTARA,"JOKO SUSILO, A.Md.",137145,17
Sumatera Utara,SUMATERA UTARA,"EMSAH PERANGIN ANGIN, S.P.",134891,18
Sumatera Utara,SUMATERA UTARA,"Dr. IKHWALUDDIN SIMATUPANG, S.H., M.Hum.",132205,19
Sumatera Utara,SUMATERA UTARA,ISKANDAR SEMBIRING,63654,20
Sumatera Utara,SUMATERA UTARA,SUKADI,48704,21
Sumatera Barat,SUMATERA BARAT,"CERINT IRALLOZA TASYA, S.Ked.",489942,1
Sumatera Barat,SUMATERA BARAT,Hj. EMMA YOHANNA,377605,2
Sumatera Barat,SUMATERA BARAT,"H. JELITA DONAL, Lc.",308986,3
Sumatera Barat,SUMATERA BARAT,"H. MUSLIM M YATIM, Lc.,M.M.",275203,4
Sumatera Barat,SUMATERA BARAT,"H. ABDUL AZIZ, SP., M.M.",246620,5
Sumatera Barat,SUMATERA BARAT,"NURKHALIS, S.H.",224195,6
Sumatera Barat,SUMATERA BARAT,"H. LEONARDY HARMAINY, DT. BANDARO BASA, S.IP.,M.H.",166525,7
Sumatera Barat,SUMATERA BARAT,"Hj. YURI HADIAH, S.H.",147454,8
Sumatera Barat,SUMATERA BARAT,DESRIO PUTRA,144474,9
Sumatera Barat,SUMATERA BARAT,"DIRRI UZHZHULAM, (ELOK).",133362,10
Sumatera Barat,SUMATERA BARAT,"Ir. H. HENDRA IRWAN RAHIM, M.M.",131685,11
Sumatera Barat,SUMATERA BARAT,"Drs. JHONI AFRIZAL, DT.HITAM.",78013,12
Sumatera Barat,SUMATERA BARAT,"MEVRIZAL, S.H., M.H.",64240,13
Sumatera Barat,SUMATERA BARAT,"YONG HENDRI, S.H, DT. Paduko Reno.",55446,14
Sumatera Barat,SUMATERA BARAT,YONDER WF ALVARENT,21643,15
Riau,RIAU,"ARIF EKA SAPUTRA, S.Pi.",271518,1
Riau,RIAU,"K.H. MUHAMMAD MURSYID, M.Pd.I.",262889,2
Riau,RIAU,"SEWITRI, S.E.",219168,3
Riau,RIAU,"H. ABDUL HAMID, S.Pi., M.Si.",189171,4
Riau,RIAU,"H. EDWIN PRATAMA PUTRA, S.H.",185403,5
Riau,RIAU,"HOPEA INGVIRNIA ERWIN, S.H., M.H.",171632,6
Riau,RIAU,"Dr. drh. H. CHAIDIR, M.M.",171527,7
Riau,RIAU,"Dr. Hj. MISHARTI, S.Ag., M.Si.",168814,8
Riau,RIAU,"ALPASIRIN, S.I.P., M.I.P.",162972,9
Riau,RIAU,"dr. BIRAN AFFANDI YUSRIONO, M.H.",151095,10
Riau,RIAU,"JUPRIZAL, S.Th.I., S.H., M.H.",143736,11
Riau,RIAU,"Hj. MIMI LUTMILA, S.Si.",128497,12
Riau,RIAU,"BENSON SINAGA, S.E.",86680,13
Riau,RIAU,"LAMPITA PAKPAHAN, S.H.",83393,14
Riau,RIAU,"ROMWEL SITOMPUL, S.H.",76422,15
Riau,RIAU,"Dr. H. M RIZAL AKBAR, S.Si., M.Phil.",73050,16
Riau,RIAU,KHARISMAN RISANDA,69716,17
Riau,RIAU,"ELFENNI ERDIANTA BR. BANGUN, S.H.,M.H.",64695,18
Riau,RIAU,"PATAR SITANGGANG, S.H.,M.H.",62706,19
Riau,RIAU,"H. PEBRIALIN RAZAK, S.E.,M.Si.",57694,20
Riau,RIAU,"RIDO RIKARDO, S.H., M.H.",52389,21
Riau,RIAU,"H. T. RUSLI AHMAD, S.E., M.M.",50530,22
Riau,RIAU,EDDY BUDIANTO,50055,23
Riau,RIAU,Ir. ICHWANUL IHSAN,42979,24
Riau,RIAU,"Drs. H. MARTIUS BUSTI, M.M., M.H.",42592,25
Riau,RIAU,"YOSRIZAL, S.T., M.Si.",41473,26
Riau,RIAU,"Dr. RIZALDI PUTRA, MBA.",38867,27
Riau,RIAU,"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",37579,28
Riau,RIAU,"H. HERMAN MASKAR, S.Pd., M.Si.",35824,29
Kepulauan Riau,KEPULAUAN RIAU,H. DHARMA SETIAWAN,172868,1
Kepulauan Riau,KEPULAUAN RIAU,RIA SAPTARIKA,162400,2
Kepulauan Riau,KEPULAUAN RIAU,Drs. ISMETH ABDULLAH,132563,3
Kepulauan Riau,KEPULAUAN RIAU,"DWI AJENG SEKAR RESPATY, S.H., M.Kn.",111920,4
Kepulauan Riau,KEPULAUAN RIAU,HARIPINTO TANUWIDJAJA,92131,5
Kepulauan Riau,KEPULAUAN RIAU,SIRAJUDIN NUR,81432,6
Kepulauan Riau,KEPULAUAN RIAU,"Dr. RICHARD HAMONANGAN PASARIBU, B.Sc., M.Sc.",78608,7
Kepulauan Riau,KEPULAUAN RIAU,"Drs. H. HARDI SELAMAT HOOD, M.Si., Ph.D.",53782,8
Kepulauan Riau,KEPULAUAN RIAU,STEPHANE GERALD MARTOGI SIBURIAN,42203,9
Kepulauan Riau,KEPULAUAN RIAU,"GERRY YASID, S.H., M.H.",33981,10
Kepulauan Riau,KEPULAUAN RIAU,"DAVID FAREL SIBUEA, M.Th., D.Min.",29943,11
Kepulauan Riau,KEPULAUAN RIAU,Ir. HOTMAN HUTAPEA,20311,12
Kepulauan Riau,KEPULAUAN RIAU,"JUANDA, S.Mn., M.M.",18709,13
Kepulauan Riau,KEPULAUAN RIAU,"SUNARTO PONIMAN, S.H.",6038,14
Jambi,JAMBI,"Dra. Hj. ELVIANA, M.Si.",291334,1
Jambi,JAMBI,IVANDA AWALINA FIRDAUSI SUKANDAR,272892,2
Jambi,JAMBI,"H. M. SYUKUR, S.H., M.H.",237540,3
Jambi,JAMBI,"M. SUM INDRA, S.E., M.M.S.I.",166140,4
Jambi,JAMBI,H. ABU BAKAR JAMALIA,140945,5
