province,district,party_number,party_code,party_name,party_vote,candidate_count,candidate_vote_total,total_votes,top_candidate_name,top_candidate_vote,top_candidate_vote_share,party_vote_share
Kalimantan Tengah,KALIMANTAN TENGAH,8,PKS,Partai Keadilan Sejahtera,9606,6,20172,29778,"DIKKI AKHMAR, S.Si., M.M.",8869,0.439669,0.322587
Kalimantan Tengah,KALIMANTAN TENGAH,9,PKN,Partai Kebangkitan Nusantara,1225,6,1918,3143,TUAH,747,0.389468,0.389755
Kalimantan Tengah,KALIMANTAN TENGAH,10,Hanura,Partai Hati Nurani Rakyat,3420,6,10366,13786,"HERIADI, S.T.",4479,0.432086,0.248078
Kalimantan Tengah,KALIMANTAN TENGAH,11,Garuda,Partai Garda Republik Indonesia,1236,6,3617,4853,REZKY PASKA KALBUADI,1543,0.426597,0.254688
Kalimantan Tengah,KALIMANTAN TENGAH,12,PAN,Partai Amanat Nasional,13421,6,134690,148111,"MUHAMMAD SYAUQIE, S.Hut.",106516,0.790823,0.090614
Kalimantan Tengah,KALIMANTAN TENGAH,13,PBB,Partai Bulan Bintang,1017,6,3025,4042,"WASIYAT SIDIK PRAMONO, S.P.",977,0.322975,0.251608
Kalimantan Tengah,KALIMANTAN TENGAH,14,Demokrat,Partai Demokrat,16698,6,137709,154407,H. NADALSYAH,92311,0.670334,0.108143
Kalimantan Tengah,KALIMANTAN TENGAH,15,PSI,Partai Solidaritas Indonesia,7834,6,13563,21397,dr. ANDREW LIENATA,6858,0.505640,0.366126
Kalimantan Tengah,KALIMANTAN TENGAH,16,Perindo,Partai Perindo,4552,6,22663,27215,"ROGAS USUP, S.T.",10578,0.466752,0.167261
Kalimantan Tengah,KALIMANTAN TENGAH,17,PPP,Partai Persatuan Pembangunan,5800,6,12976,18776,AWALUDIN NOOR,6424,0.495068,0.308905
Kalimantan Tengah,KALIMANTAN TENGAH,24,Ummat,Partai Ummat,973,3,1041,2014,WIDARNO,521,0.500480,0.483118
Kalimantan Selatan,KALIMANTAN SELATAN I,1,PKB,Partai Kebangkitan Bangsa,30595,6,48092,78687,"RENDY RONALDY BIMANTARA, S.Sos.",19379,0.402957,0.388819
Kalimantan Selatan,KALIMANTAN SELATAN I,2,Gerindra,Partai Gerakan Indonesia Raya,32913,6,79284,112197,"MUHAMMAD ROFIQI, S.H.",42577,0.537019,0.293350
Kalimantan Selatan,KALIMANTAN SELATAN I,3,PDIP,Partai Demokrasi Indonesia Perjuangan,15417,6,39912,55329,"BERRY NAHDIAN FORQAN, S.P., M.S.",21913,0.549033,0.278642
Kalimantan Selatan,KALIMANTAN SELATAN I,4,Golkar,Partai Golongan Karya,45928,6,287700,333628,"Drs. H. BAMBANG HERI PURNAMA, S.T., S.H., M.H.",161985,0.563034,0.137662
Kalimantan Selatan,KALIMANTAN SELATAN I,5,NasDem,Partai NasDem,26811,6,141781,168592,"Dr. H. M. RIFQINIZAMY KARSAYUDA, S.H., M.H.",66744,0.470754,0.159029
Kalimantan Selatan,KALIMANTAN SELATAN I,6,Buruh,Partai Buruh,2164,6,4610,6774,"AKHMAD RIDHA, S.T.",1758,0.381345,0.319457
Kalimantan Selatan,KALIMANTAN SELATAN I,7,Gelora,Partai Gelombang Rakyat Indonesia,5184,6,8863,14047,"H. RISWANDI, S.I.P.",5584,0.630035,0.369047
Kalimantan Selatan,KALIMANTAN SELATAN I,8,PKS,Partai Keadilan Sejahtera,19881,6,97342,117223,"HABIB ABOE BAKAR, AL HABSYI, S.E.",80688,0.828912,0.169600
Kalimantan Selatan,KALIMANTAN SELATAN I,9,PKN,Partai Kebangkitan Nusantara,499,5,794,1293,RAHMAWATI,250,0.314861,0.385924
Kalimantan Selatan,KALIMANTAN SELATAN I,10,Hanura,Partai Hati Nurani Rakyat,1104,6,2612,3716,Drs. H. ABDUL MUNASIB,1091,0.417688,0.297094
Kalimantan Selatan,KALIMANTAN SELATAN I,11,Garuda,Partai Garda Republik Indonesia,1073,6,2444,3517,"ALI FAHMI, M.Si.",778,0.318331,0.305090
Kalimantan Selatan,KALIMANTAN SELATAN I,12,PAN,Partai Amanat Nasional,17856,6,76746,94602,"Ir. PANGERAN KHAIRUL SALEH, M.M.",66198,0.862560,0.188749
Kalimantan Selatan,KALIMANTAN SELATAN I,13,PBB,Partai Bulan Bintang,1585,3,2515,4100,AKHMAD GOZALI,1643,0.653280,0.386585
Kalimantan Selatan,KALIMANTAN SELATAN I,14,Demokrat,Partai Demokrat,12458,6,77521,89979,"RIZKI NIRAZ ANGGRAINI, B.Com., MIDP.",44748,0.577237,0.138455
Kalimantan Selatan,KALIMANTAN SELATAN I,15,PSI,Partai Solidaritas Indonesia,3677,6,5079,8756,"RINA MEILIANA, S.S.",2709,0.533373,0.419941
Kalimantan Selatan,KALIMANTAN SELATAN I,16,Perindo,Partai Perindo,1215,6,7481,8696,"HABIB ASPIHANI IDERIS, S.A.P., S.H., M.H.",5957,0.796284,0.139719
Kalimantan Selatan,KALIMANTAN SELATAN I,17,PPP,Partai Persatuan Pembangunan,16073,6,60829,76902,"H. SYAIFULLAH TAMLIHA, S.Pi., M.S.",48355,0.794933,0.209006
Kalimantan Selatan,KALIMANTAN SELATAN I,24,Ummat,Partai Ummat,2256,3,2329,4585,"WENDI ANAS, S.E.",1539,0.660799,0.492039
Kalimantan Selatan,KALIMANTAN SELATAN II,1,PKB,Partai Kebangkitan Bangsa,16731,5,51362,68093,"H. HERU WIDODO, S.Psi.",21244,0.413613,0.245708
Kalimantan Selatan,KALIMANTAN SELATAN II,2,Gerindra,Partai Gerakan Indonesia Raya,32780,5,102066,134846,"Hj. MARIANA, S.A.B., M.M.",56949,0.557962,0.243092
Kalimantan Selatan,KALIMANTAN SELATAN II,3,PDIP,Partai Demokrasi Indonesia Perjuangan,20569,5,69306,89875,"SYAFRUDDIN H. MAMING, S.Sos.",42112,0.607624,0.228862
Kalimantan Selatan,KALIMANTAN SELATAN II,4,Golkar,Partai Golongan Karya,24701,5,142926,167627,"HASNURYADI SULAIMAN, M.AB.",73489,0.514175,0.147357
Kalimantan Selatan,KALIMANTAN SELATAN II,5,NasDem,Partai NasDem,10847,5,116717,127564,"H. RAHMAT TRIANTO, S.Sos.",52476,0.449600,0.085032
Kalimantan Selatan,KALIMANTAN SELATAN II,6,Buruh,Partai Buruh,2347,5,4129,6476,Drs. AKHMAD YAMANI,2300,0.557036,0.362415
Kalimantan Selatan,KALIMANTAN SELATAN II,7,Gelora,Partai Gelombang Rakyat Indonesia,2884,3,6488,9372,"HARYANTO, S.E.",4863,0.749538,0.307725
Kalimantan Selatan,KALIMANTAN SELATAN II,8,PKS,Partai Keadilan Sejahtera,11414,5,41350,52764,"H. BAHSANUDDIN, S.Sos., M.A.P.",18781,0.454196,0.216322
Kalimantan Selatan,KALIMANTAN SELATAN II,9,PKN,Partai Kebangkitan Nusantara,399,5,880,1279,Ir. ACHMAD SOFIANI,415,0.471591,0.311962
Kalimantan Selatan,KALIMANTAN SELATAN II,10,Hanura,Partai Hati Nurani Rakyat,2069,5,3639,5708,Drs. H. SUPIANI BACHRAN,1986,0.545754,0.362474
Kalimantan Selatan,KALIMANTAN SELATAN II,11,Garuda,Partai Garda Republik Indonesia,801,5,2409,3210,"MUHAMMAD RIZAL FAHREDY, S.Pd.",1133,0.470320,0.249533
Kalimantan Selatan,KALIMANTAN SELATAN II,12,PAN,Partai Amanat Nasional,29995,5,248010,278005,"ENDANG AGUSTINA, S.Sos., M.H.",116266,0.468796,0.107894
Kalimantan Selatan,KALIMANTAN SELATAN II,13,PBB,Partai Bulan Bintang,1108,3,2377,3485,MUHAMMAD HAIRULLAH,1575,0.662600,0.317934
Kalimantan Selatan,KALIMANTAN SELATAN II,14,Demokrat,Partai Demokrat,7320,5,41610,48930,Denny Indrayana,26573,0.638621,0.149601
Kalimantan Selatan,KALIMANTAN SELATAN II,15,PSI,Partai Solidaritas Indonesia,4249,5,7053,11302,"Fakhri Wardhani, S.Sos.",3620,0.513257,0.375951
Kalimantan Selatan,KALIMANTAN SELATAN II,16,Perindo,Partai Perindo,1462,5,4648,6110,"Dr. Drs. ALIDIN SITANGGANG, M.M., M.Th.",2624,0.564544,0.239280
Kalimantan Selatan,KALIMANTAN SELATAN II,17,PPP,Partai Persatuan Pembangunan,5561,5,19971,25532,SUKAMTA,12717,0.636773,0.217805
Kalimantan Selatan,KALIMANTAN SELATAN II,24,Ummat,Partai Ummat,2026,4,4989,7015,"SAIFUL HALIM, S.T.",3678,0.737222,0.288810
Kalimantan Timur,KALIMANTAN TIMUR,1,PKB,Partai Kebangkitan Bangsa,29055,8,114797,143852,"SYAFRUDDIN, S.Pd.",86048,0.749567,0.201978
Kalimantan Timur,KALIMANTAN TIMUR,2,Gerindra,Partai Gerakan Indonesia Raya,64796,8,242463,307259,G. BUDISATRIO DJIWANDONO,131558,0.542590,0.210884
Kalimantan Timur,KALIMANTAN TIMUR,3,PDIP,Partai Demokrasi Indonesia Perjuangan,47008,8,205706,252714,"Drs. SAFARUDDIN, M.I.Kom.",68312,0.332086,0.186013
Kalimantan Timur,KALIMANTAN TIMUR,4,Golkar,Partai Golongan Karya,52936,8,485211,538147,"H. RUDY MAS'UD, S.E.,M.E.",168818,0.347927,0.098367
Kalimantan Timur,KALIMANTAN TIMUR,5,NasDem,Partai NasDem,18338,8,209465,227803,NABIL HUSIEN SAID AMIN ALRASYDI,82029,0.391612,0.080499
Kalimantan Timur,KALIMANTAN TIMUR,6,Buruh,Partai Buruh,3012,8,5631,8643,BENNY RB. KOWEL,1719,0.305274,0.348490
Kalimantan Timur,KALIMANTAN TIMUR,7,Gelora,Partai Gelombang Rakyat Indonesia,6882,7,49426,56308,"H. HADI MULYADI, S.Si., M.Si.",39389,0.796929,0.122221
Kalimantan Timur,KALIMANTAN TIMUR,8,PKS,Partai Keadilan Sejahtera,30416,8,115122,145538,K.H. AUS HIDAYAT NUR,34957,0.303652,0.208990
Kalimantan Timur,KALIMANTAN TIMUR,9,PKN,Partai Kebangkitan Nusantara,1223,7,2439,3662,PRANYOTO ATENG,1128,0.462485,0.333971
Kalimantan Timur,KALIMANTAN TIMUR,10,Hanura,Partai Hati Nurani Rakyat,3378,8,9876,13254,Mayjen. TNI (Purn.) RUDOLF A BUTAR BUTAR,3948,0.399757,0.254866
Kalimantan Timur,KALIMANTAN TIMUR,11,Garuda,Partai Garda Republik Indonesia,1091,8,4067,5158,AMIR,1389,0.341529,0.211516
Kalimantan Timur,KALIMANTAN TIMUR,12,PAN,Partai Amanat Nasional,13271,8,97870,111141,"EDI OLOAN PASARIBU, S.T., M.M.",34128,0.348707,0.119407
Kalimantan Timur,KALIMANTAN TIMUR,13,PBB,Partai Bulan Bintang,1535,2,4254,5789,"SYAFRUDDIN, S.H.",3738,0.878702,0.265158
Kalimantan Timur,KALIMANTAN TIMUR,14,Demokrat,Partai Demokrat,16712,8,94040,110752,"Dr. H. Irwan, S.IP., M.P.",66077,0.702648,0.150896
Kalimantan Timur,KALIMANTAN TIMUR,15,PSI,Partai Solidaritas Indonesia,12689,8,17242,29931,Decky Samuel,7165,0.415555,0.423942
Kalimantan Timur,KALIMANTAN TIMUR,16,Perindo,Partai Perindo,2805,8,7463,10268,NATALIANO OVANI TAMBAJONG,2842,0.380812,0.273179
Kalimantan Timur,KALIMANTAN TIMUR,17,PPP,Partai Persatuan Pembangunan,8139,8,30439,38578,H. MUHAMMAD SURDI,12784,0.419988,0.210975
Kalimantan Timur,KALIMANTAN TIMUR,24,Ummat,Partai Ummat,1481,6,3658,5139,"DELVINA TRI AGUSTIN, S.I.Kom., S.H., M.Kom.",1225,0.334882,0.288188
Kalimantan Utara,KALIMANTAN UTARA,1,PKB,Partai Kebangkitan Bangsa,2137,3,5470,7607,"RAHMADINA, S.Pd., M.Pd.",3424,0.625960,0.280925
Kalimantan Utara,KALIMANTAN UTARA,2,Gerindra,Partai Gerakan Indonesia Raya,7200,3,119307,126507,"Hj. RAHMAWATI, S.H.",78168,0.655184,0.056914
Kalimantan Utara,KALIMANTAN UTARA,3,PDIP,Partai Demokrasi Indonesia Perjuangan,5694,3,69862,75556,"Ir. DEDDY YEVRI HANTERU SITORUS, MA.",59335,0.849317,0.075361
Kalimantan Utara,KALIMANTAN UTARA,4,Golkar,Partai Golongan Karya,4544,3,20448,24992,ANDRAVIRTI KARITA,10811,0.528707,0.181818
Kalimantan Utara,KALIMANTAN UTARA,5,NasDem,Partai NasDem,2228,3,28973,31201,"Dr. H. IRIANTO LAMBRIE, S.P., M.M.",13804,0.476444,0.071408
Kalimantan Utara,KALIMANTAN UTARA,6,Buruh,Partai Buruh,532,3,1156,1688,"Jandry Luhukay, S.H.",583,0.504325,0.315166
Kalimantan Utara,KALIMANTAN UTARA,7,Gelora,Partai Gelombang Rakyat Indonesia,952,3,2670,3622,"H. ANANG DACHLAN DJAUHARI, S.E.",1227,0.459551,0.262838
Kalimantan Utara,KALIMANTAN UTARA,8,PKS,Partai Keadilan Sejahtera,2924,3,9430,12354,H. OKY PRASETIO UTOMO,4771,0.505938,0.236684
Kalimantan Utara,KALIMANTAN UTARA,9,PKN,Partai Kebangkitan Nusantara,189,3,626,815,HERMAWAN,541,0.864217,0.231902
Kalimantan Utara,KALIMANTAN UTARA,10,Hanura,Partai Hati Nurani Rakyat,1565,3,6632,8197,"H. UDIN HIANGGIO, B.Sc.",4380,0.660434,0.190924
Kalimantan Utara,KALIMANTAN UTARA,11,Garuda,Partai Garda Republik Indonesia,198,3,1075,1273,TAJUDIN NOR,674,0.626977,0.155538
Kalimantan Utara,KALIMANTAN UTARA,12,PAN,Partai Amanat Nasional,1049,3,6746,7795,SABIRIN SANYONG,3349,0.496442,0.134573
Kalimantan Utara,KALIMANTAN UTARA,13,PBB,Partai Bulan Bintang,224,3,764,988,"MUHAMMAD IRHAM, S.Pd.",523,0.684555,0.226721
Kalimantan Utara,KALIMANTAN UTARA,14,Demokrat,Partai Demokrat,3866,3,59997,63863,Hasan Saleh,28813,0.480241,0.060536
Kalimantan Utara,KALIMANTAN UTARA,15,PSI,Partai Solidaritas Indonesia,1151,3,1902,3053,Ronald Kurniawan,1149,0.604101,0.377006
Kalimantan Utara,KALIMANTAN UTARA,16,Perindo,Partai Perindo,394,3,991,1385,"RIHAT HUTABARAT, S.H., M.H.",609,0.614531,0.284477
Kalimantan Utara,KALIMANTAN UTARA,17,PPP,Partai Persatuan Pembangunan,2298,3,5910,8208,"Hj. UMI SUHARTINI, M.H.",5271,0.891878,0.279971
Kalimantan Utara,KALIMANTAN UTARA,24,Ummat,Partai Ummat,116,3,238,354,DIKY DWIAN SAPUTRA,116,0.487395,0.327684
Sulawesi Utara,SULAWESI UTARA,1,PKB,Partai Kebangkitan Bangsa,3958,6,12681,16639,GREETTY TIELMAN ISKANDAR,5387,0.424809,0.237875
Sulawesi Utara,SULAWESI UTARA,2,Gerindra,Partai Gerakan Indonesia Raya,16144,6,100637,116781,dr. CHRISTOVEL LIEMPEPAS,33258,0.330475,0.138242
Sulawesi Utara,SULAWESI UTARA,3,PDIP,Partai Demokrasi Indonesia Perjuangan,25478,6,485792,511270,"RIO A.J. DONDOKAMBEY, B.Sc.",194209,0.399778,0.049833
Sulawesi Utara,SULAWESI UTARA,4,Golkar,Partai Golongan Karya,14622,6,188926,203548,CHRISTIANY EUGENIA PARUNTU,88520,0.468543,0.071836
Sulawesi Utara,SULAWESI UTARA,5,NasDem,Partai NasDem,7030,6,167525,174555,"FELLY ESTELITA RUNTUWENE, S.E.",52889,0.315708,0.040274
Sulawesi Utara,SULAWESI UTARA,6,Buruh,Partai Buruh,917,6,2849,3766,"HECHRIN PURBA, S.H., M.H.",776,0.272376,0.243494
Sulawesi Utara,SULAWESI UTARA,7,Gelora,Partai Gelombang Rakyat Indonesia,1308,5,4494,5802,JEFRY YOHANIS MAKALEGI,2447,0.544504,0.225440
Sulawesi Utara,SULAWESI UTARA,8,PKS,Partai Keadilan Sejahtera,2342,6,26323,28665,"SYARIFUDIN SAAFA, S.T., M.M.",17685,0.671846,0.081702
Sulawesi Utara,SULAWESI UTARA,9,PKN,Partai Kebangkitan Nusantara,287,6,1341,1628,I MADE SUDANAYASA,917,0.683818,0.176290
Sulawesi Utara,SULAWESI UTARA,10,Hanura,Partai Hati Nurani Rakyat,918,6,9330,10248,"ARIPIN BOLOTA, S.Pd.I.",4804,0.514898,0.089578
Sulawesi Utara,SULAWESI UTARA,11,Garuda,Partai Garda Republik Indonesia,266,6,1418,1684,"JOSEPH POPA, S.H.",488,0.344147,0.157957
Sulawesi Utara,SULAWESI UTARA,12,PAN,Partai Amanat Nasional,2585,6,78168,80753,"SEHAN S. LANDJAR, S.H.",44511,0.569427,0.032011
Sulawesi Utara,SULAWESI UTARA,13,PBB,Partai Bulan Bintang,460,6,2520,2980,MEYDY SALEH,802,0.318254,0.154362
Sulawesi Utara,SULAWESI UTARA,14,Demokrat,Partai Demokrat,8218,6,319168,327386,"HILLARY BRIGITTA LASUT, S.H.",310780,0.973719,0.025102
Sulawesi Utara,SULAWESI UTARA,15,PSI,Partai Solidaritas Indonesia,5232,6,12085,17317,"Dr. M.L. DENNY TEWU, S.E., M.M.",9239,0.764501,0.302131
Sulawesi Utara,SULAWESI UTARA,16,Perindo,Partai Perindo,1301,6,20137,21438,"Dr. KRETS MAMONDOLE, M.Th.",7190,0.357054,0.060687
Sulawesi Utara,SULAWESI UTARA,17,PPP,Partai Persatuan Pembangunan,1188,6,7054,8242,"BUDI WAHONO, M.Si.",4303,0.610009,0.144140
Sulawesi Utara,SULAWESI UTARA,24,Ummat,Partai Ummat,150,6,671,821,MARNI SABUNGE,241,0.359165,0.182704
Gorontalo,GORONTALO,1,PKB,Partai Kebangkitan Bangsa,5858,3,9039,14897,ISMAIL DATAU,6220,0.688129,0.393234
Gorontalo,GORONTALO,2,Gerindra,Partai Gerakan Indonesia Raya,12395,3,132757,145152,"ELNINO M. HUSEIN MOHI, S.T., M.Si.",126129,0.950074,0.085393
Gorontalo,GORONTALO,3,PDIP,Partai Demokrasi Indonesia Perjuangan,8370,3,37855,46225,RONNIE SIANTURI,28639,0.756545,0.181071
Gorontalo,GORONTALO,4,Golkar,Partai Golongan Karya,14566,3,148508,163074,RUSLI HABIBIE,95379,0.642248,0.089321
Gorontalo,GORONTALO,5,NasDem,Partai NasDem,12941,3,214592,227533,RACHMAT GOBEL,195322,0.910202,0.056875
Gorontalo,GORONTALO,6,Buruh,Partai Buruh,964,3,1483,2447,Saipul Anwar,1000,0.674309,0.393952
Gorontalo,GORONTALO,7,Gelora,Partai Gelombang Rakyat Indonesia,1586,3,3762,5348,"WAHYUDIN LIHAWA, M.K.K.K.",2564,0.681552,0.296559
Gorontalo,GORONTALO,8,PKS,Partai Keadilan Sejahtera,3458,3,14132,17590,"AGUS SUGENG WIDODO, S.Si.T., M.M.",11133,0.787787,0.196589
Gorontalo,GORONTALO,9,PKN,Partai Kebangkitan Nusantara,204,3,766,970,HARTATI SAFEI BALLANTYNE,548,0.715405,0.210309
Gorontalo,GORONTALO,10,Hanura,Partai Hati Nurani Rakyat,1486,3,4498,5984,HAMID ACHMAD,2809,0.624500,0.248329
Gorontalo,GORONTALO,11,Garuda,Partai Garda Republik Indonesia,551,3,1112,1663,NANANG BAIHAKKI,623,0.560252,0.331329
Gorontalo,GORONTALO,12,PAN,Partai Amanat Nasional,2738,3,12411,15149,CONNY GOBEL,9613,0.774555,0.180738
Gorontalo,GORONTALO,13,PBB,Partai Bulan Bintang,343,3,1209,1552,ILHAM BADERAN,571,0.472291,0.221005
Gorontalo,GORONTALO,14,Demokrat,Partai Demokrat,2981,3,11109,14090,"M. HARPIN ONDEH, S.H.",8840,0.795751,0.211568
Gorontalo,GORONTALO,15,PSI,Partai Solidaritas Indonesia,706,3,1763,2469,"Wempy W. Pangakuang, S.E.",1201,0.681225,0.285946
Gorontalo,GORONTALO,16,Perindo,Partai Perindo,537,3,5306,5843,CLEMENS EFRAIM MUSA,4871,0.918017,0.091905
Gorontalo,GORONTALO,17,PPP,Partai Persatuan Pembangunan,4403,3,66317,70720,"Prof. Dr. Hj. FORY ARMIN NAWAY, M.Pd.",38217,0.576278,0.062260
Gorontalo,GORONTALO,24,Ummat,Partai Ummat,228,3,849,1077,"RAMLI KASIM, S.E., M.Si.",480,0.565371,0.211699
Sulawesi Tengah,SULAWESI TENGAH,1,PKB,Partai Kebangkitan Bangsa,17022,7,84637,101659,"RISHARYUDI TRIWIBOWO, M.M.",53283,0.629547,0.167442
Sulawesi Tengah,SULAWESI TENGAH,2,Gerindra,Partai Gerakan Indonesia Raya,35115,7,207520,242635,"Drs. H. LONGKI DJANGGOLA, M.Si.",113826,0.548506,0.144724
Sulawesi Tengah,SULAWESI TENGAH,3,PDIP,Partai Demokrasi Indonesia Perjuangan,20939,7,115686,136625,"MATINDAS JANUSANTI RUMAMBI, S.Sos.",62814,0.542970,0.153259
Sulawesi Tengah,SULAWESI TENGAH,4,Golkar,Partai Golongan Karya,31142,7,299829,330971,H. MUHIDIN MOHAMAD SAID,154301,0.514630,0.094093
Sulawesi Tengah,SULAWESI TENGAH,5,NasDem,Partai NasDem,19965,7,236834,256799,"Dr. Hj. NILAM SARI LAWIRA, S.P., M.P.",178791,0.754921,0.077746
Sulawesi Tengah,SULAWESI TENGAH,6,Buruh,Partai Buruh,2885,7,6980,9865,Lukius Todama,2721,0.389828,0.292448
Sulawesi Tengah,SULAWESI TENGAH,7,Gelora,Partai Gelombang Rakyat Indonesia,5535,7,15446,20981,AKHMAD FARADIS,7275,0.470996,0.263810
Sulawesi Tengah,SULAWESI TENGAH,8,PKS,Partai Keadilan Sejahtera,10073,7,90654,100727,"Hj. SAKINAH ALJUFRI, S. Ag.",56365,0.621760,0.100003
Sulawesi Tengah,SULAWESI TENGAH,9,PKN,Partai Kebangkitan Nusantara,1608,7,9105,10713,"I WAYAN SUPADIYASA, S.Sos., S.H., M.Si.",5739,0.630313,0.150098
Sulawesi Tengah,SULAWESI TENGAH,10,Hanura,Partai Hati Nurani Rakyat,5632,7,25363,30995,"I KADEK ARIMBAWA, S.H.",10122,0.399085,0.181707
Sulawesi Tengah,SULAWESI TENGAH,11,Garuda,Partai Garda Republik Indonesia,1515,7,4579,6094,FRIANTO DWI IMANSAH,1551,0.338720,0.248605
Sulawesi Tengah,SULAWESI TENGAH,12,PAN,Partai Amanat Nasional,8853,7,108958,117811,"Dr. Sarifuddin Sudding, S.H., M.H.",43318,0.397566,0.075146
Sulawesi Tengah,SULAWESI TENGAH,13,PBB,Partai Bulan Bintang,2928,7,9426,12354,"SUMARDI KORONA, M.H.",3741,0.396881,0.237008
Sulawesi Tengah,SULAWESI TENGAH,14,Demokrat,Partai Demokrat,13050,7,241802,254852,"Dr. H. Anwar Hafid, M.Si.",121524,0.502576,0.051206
Sulawesi Tengah,SULAWESI TENGAH,15,PSI,Partai Solidaritas Indonesia,3951,7,16973,20924,Anak Agung Gede Ngurah Oka P,11598,0.683321,0.188826
Sulawesi Tengah,SULAWESI TENGAH,16,Perindo,Partai Perindo,5375,7,25693,31068,YUSUF LAKASENG,13367,0.520258,0.173008
Sulawesi Tengah,SULAWESI TENGAH,17,PPP,Partai Persatuan Pembangunan,4611,7,23735,28346,M. THOBAHUL AFTONI,14213,0.598820,0.162668
Sulawesi Tengah,SULAWESI TENGAH,24,Ummat,Partai Ummat,1002,6,3922,4924,"Drs. PADLILAH, M.M.",1508,0.384498,0.203493
Sulawesi Selatan,SULAWESI SELATAN I,1,PKB,Partai Kebangkitan Bangsa,15275,8,88735,104010,"Dr. H. SYAMSU RIZALMI, S.Sos., M.Si.",48794,0.549884,0.146861
Sulawesi Selatan,SULAWESI SELATAN I,2,Gerindra,Partai Gerakan Indonesia Raya,24152,8,172584,196736,"Dr. H. AZIKIN SOLTHAN, M.Si.",54667,0.316756,0.122764
Sulawesi Selatan,SULAWESI SELATAN I,3,PDIP,Partai Demokrasi Indonesia Perjuangan,13352,8,128584,141936,"RIDWAN ANDI WITTIRI, S.H.",80364,0.624992,0.094071
Sulawesi Selatan,SULAWESI SELATAN I,4,Golkar,Partai Golongan Karya,18545,8,231623,250168,"Drs. HAMKA B. KADY, M.S.",119558,0.516175,0.074130
Sulawesi Selatan,SULAWESI SELATAN I,5,NasDem,Partai NasDem,16358,8,263556,279914,"Hj. FATMAWATI RUSDI, S.E., M.M.",106806,0.405250,0.058439
Sulawesi Selatan,SULAWESI SELATAN I,6,Buruh,Partai Buruh,2567,8,7018,9585,"Akhmad Rianto, S.H.",3920,0.558564,0.267814
Sulawesi Selatan,SULAWESI SELATAN I,7,Gelora,Partai Gelombang Rakyat Indonesia,3256,8,19150,22406,Dr. H. SYAMSARI,7218,0.376919,0.145318
Sulawesi Selatan,SULAWESI SELATAN I,8,PKS,Partai Keadilan Sejahtera,16792,8,213321,230113,"Hj. MEITY RAHMATIA, S.E., S.Pd., M.M.",97783,0.458384,0.072973
Sulawesi Selatan,SULAWESI SELATAN I,9,PKN,Partai Kebangkitan Nusantara,927,5,2653,3580,SUTOMO,1249,0.470788,0.258939
Sulawesi Selatan,SULAWESI SELATAN I,10,Hanura,Partai Hati Nurani Rakyat,1981,7,7238,9219,"ESAN LAMBAN, S.Sos., M.Si.",3255,0.449710,0.214882
Sulawesi Selatan,SULAWESI SELATAN I,11,Garuda,Partai Garda Republik Indonesia,1135,7,3935,5070,ACHMAD MUKARRADIN,1675,0.425667,0.223866
Sulawesi Selatan,SULAWESI SELATAN I,12,PAN,Partai Amanat Nasional,8738,8,145967,154705,"Drs. H ASHABUL KAHFI, M.Ag.",92606,0.634431,0.056482
Sulawesi Selatan,SULAWESI SELATAN I,13,PBB,Partai Bulan Bintang,909,6,3344,4253,"Dr. JOHARI RUGANI, M.A.",1308,0.391148,0.213731
Sulawesi Selatan,SULAWESI SELATAN I,14,Demokrat,Partai Demokrat,7853,8,82798,90651,"Hj. Aliyah Mustika Ilham, S.E.",40874,0.493659,0.086629
Sulawesi Selatan,SULAWESI SELATAN I,15,PSI,Partai Solidaritas Indonesia,7664,8,62473,70137,"Benidiktus Papa, S.T.",36479,0.583916,0.109272
Sulawesi Selatan,SULAWESI SELATAN I,16,Perindo,Partai Perindo,3582,8,15144,18726,"Dr. H. RAHMAN SYAH, S.S., M.Si.",11151,0.736331,0.191285
Sulawesi Selatan,SULAWESI SELATAN I,17,PPP,Partai Persatuan Pembangunan,8855,8,131299,140154,"Dr. H. M. AMIR USKARA, M.Kes.",94287,0.718109,0.063181
Sulawesi Selatan,SULAWESI SELATAN I,24,Ummat,Partai Ummat,1610,8,6400,8010,Drs. SATUHANG DG. SE'RE,3707,0.579219,0.200999
Sulawesi Selatan,SULAWESI SELATAN II,1,PKB,Partai Kebangkitan Bangsa,18576,9,86204,104780,"Drs. H. ANDI MUAWIYAH RAMLY, M.Si.",47524,0.551297,0.177286
Sulawesi Selatan,SULAWESI SELATAN II,2,Gerindra,Partai Gerakan Indonesia Raya,31927,9,418681,450608,"ANDI AMAR MA'RUF SULAIMAN, S.E.",187919,0.448836,0.070853
Sulawesi Selatan,SULAWESI SELATAN II,3,PDIP,Partai Demokrasi Indonesia Perjuangan,9391,9,62235,71626,"Drs. H. SAMSU NIANG, M.Pd.",25553,0.410589,0.131112
Sulawesi Selatan,SULAWESI SELATAN II,4,Golkar,Partai Golongan Karya,22945,9,286747,309692,A. M. NURDIN HALID,70681,0.246493,0.074090
Sulawesi Selatan,SULAWESI SELATAN II,5,NasDem,Partai NasDem,12573,9,193621,206194,TEGUH ISWARA SUARDI,60232,0.311082,0.060977
Sulawesi Selatan,SULAWESI SELATAN II,6,Buruh,Partai Buruh,2187,9,4255,6442,FADLI YUSUF,1757,0.412926,0.339491
