province,province_raw,party_code,party_name,provincial_seats,source_url,notes
Sulawesi Selatan,Sulawesi Selatan,Hanura,Partai Hati Nurani Rakyat,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Tenggara,Sulawesi Tenggara,Golkar,Partai Golongan Karya,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,Sulawesi Tenggara,NasDem,Partai NasDem,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,Sulawesi Tenggara,PDIP,Partai Demokrasi Indonesia Perjuangan,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,Sulawesi Tenggara,Gerindra,Partai Gerakan Indonesia Raya,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,Sulawesi Tenggara,Demokrat,Partai Demokrat,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,Sulawesi Tenggara,PBB,Partai Bulan Bintang,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,Sulawesi Tenggara,PKS,Partai Keadilan Sejahtera,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,Sulawesi Tenggara,PAN,Partai Amanat Nasional,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,Sulawesi Tenggara,PKB,Partai Kebangkitan Bangsa,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,Sulawesi Tenggara,PPP,Partai Persatuan Pembangunan,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,Sulawesi Tenggara,Hanura,Partai Hati Nurani Rakyat,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Barat,Sulawesi Barat,Golkar,Partai Golongan Karya,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,Sulawesi Barat,Demokrat,Partai Demokrat,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,Sulawesi Barat,Gerindra,Partai Gerakan Indonesia Raya,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,Sulawesi Barat,NasDem,Partai NasDem,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,Sulawesi Barat,PAN,Partai Amanat Nasional,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,Sulawesi Barat,PDIP,Partai Demokrasi Indonesia Perjuangan,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,Sulawesi Barat,PKB,Partai Kebangkitan Bangsa,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,Sulawesi Barat,Hanura,Partai Hati Nurani Rakyat,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,Sulawesi Barat,PKS,Partai Keadilan Sejahtera,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,Sulawesi Barat,PPP,Partai Persatuan Pembangunan,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Maluku,Maluku,PDIP,Partai Demokrasi Indonesia Perjuangan,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Maluku,NasDem,Partai NasDem,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Maluku,Gerindra,Partai Gerakan Indonesia Raya,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Maluku,Demokrat,Partai Demokrat,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Maluku,Golkar,Partai Golongan Karya,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Maluku,PKB,Partai Kebangkitan Bangsa,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Maluku,PKS,Partai Keadilan Sejahtera,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Maluku,Hanura,Partai Hati Nurani Rakyat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Maluku,PAN,Partai Amanat Nasional,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Maluku,PPP,Partai Persatuan Pembangunan,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Maluku,Perindo,Partai Perindo,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku Utara,Maluku Utara,Golkar,Partai Golongan Karya,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Maluku Utara,Hanura,Partai Hati Nurani Rakyat,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Maluku Utara,NasDem,Partai NasDem,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Maluku Utara,PDIP,Partai Demokrasi Indonesia Perjuangan,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Maluku Utara,PKS,Partai Keadilan Sejahtera,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Maluku Utara,Gerindra,Partai Gerakan Indonesia Raya,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Maluku Utara,PKB,Partai Kebangkitan Bangsa,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Maluku Utara,Demokrat,Partai Demokrat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Maluku Utara,PAN,Partai Amanat Nasional,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Maluku Utara,Garuda,Partai Garda Republik Indonesia,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Maluku Utara,PBB,Partai Bulan Bintang,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Maluku Utara,Perindo,Partai Perindo,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Papua,Papua,Golkar,Partai Golongan Karya,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,Papua,NasDem,Partai NasDem,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,Papua,PDIP,Partai Demokrasi Indonesia Perjuangan,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,Papua,PKS,Partai Keadilan Sejahtera,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,Papua,Demokrat,Partai Demokrat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,Papua,Gerindra,Partai Gerakan Indonesia Raya,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,Papua,PAN,Partai Amanat Nasional,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,Papua,PKB,Partai Kebangkitan Bangsa,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,Papua,Perindo,Partai Perindo,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,Papua,PPP,Partai Persatuan Pembangunan,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,Papua,PSI,Partai Solidaritas Indonesia,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua Barat,Papua Barat,Golkar,Partai Golongan Karya,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,Papua Barat,PDIP,Partai Demokrasi Indonesia Perjuangan,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,Papua Barat,NasDem,Partai NasDem,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,Papua Barat,Demokrat,Partai Demokrat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,Papua Barat,Gerindra,Partai Gerakan Indonesia Raya,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,Papua Barat,PAN,Partai Amanat Nasional,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,Papua Barat,PKB,Partai Kebangkitan Bangsa,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,Papua Barat,Perindo,Partai Perindo,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,Papua Barat,PKS,Partai Keadilan Sejahtera,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,Papua Barat,PPP,Partai Persatuan Pembangunan,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Selatan,Papua Selatan,PDIP,Partai Demokrasi Indonesia Perjuangan,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,Papua Selatan,NasDem,Partai NasDem,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,Papua Selatan,Gerindra,Partai Gerakan Indonesia Raya,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,Papua Selatan,Golkar,Partai Golongan Karya,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,Papua Selatan,PKB,Partai Kebangkitan Bangsa,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,Papua Selatan,PKS,Partai Keadilan Sejahtera,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,Papua Selatan,PPP,Partai Persatuan Pembangunan,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,Papua Selatan,Perindo,Partai Perindo,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,Papua Selatan,Demokrat,Partai Demokrat,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,Papua Selatan,PAN,Partai Amanat Nasional,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,Papua Selatan,PSI,Partai Solidaritas Indonesia,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,PDIP,Partai Demokrasi Indonesia Perjuangan,11,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,NasDem,Partai NasDem,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,Gerindra,Partai Gerakan Indonesia Raya,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,Golkar,Partai Golongan Karya,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,Hanura,Partai Hati Nurani Rakyat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,PAN,Partai Amanat Nasional,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,PKB,Partai Kebangkitan Bangsa,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,Demokrat,Partai Demokrat,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,PBB,Partai Bulan Bintang,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,PKS,Partai Keadilan Sejahtera,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,PSI,Partai Solidaritas Indonesia,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,Perindo,Partai Perindo,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,Garuda,Partai Garda Republik Indonesia,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,PKN,Partai Kebangkitan Nusantara,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Papua Tengah,PPP,Partai Persatuan Pembangunan,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,NasDem,Partai NasDem,11,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,Demokrat,Partai Demokrat,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,PKS,Partai Keadilan Sejahtera,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,PDIP,Partai Demokrasi Indonesia Perjuangan,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,Perindo,Partai Perindo,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,Gerindra,Partai Gerakan Indonesia Raya,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,Golkar,Partai Golongan Karya,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,PAN,Partai Amanat Nasional,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,PKN,Partai Kebangkitan Nusantara,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,PSI,Partai Solidaritas Indonesia,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,Garuda,Partai Garda Republik Indonesia,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,Gelora,Partai Gelombang Rakyat Indonesia,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,PBB,Partai Bulan Bintang,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Papua Pegunungan,PKB,Partai Kebangkitan Bangsa,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Barat Daya,Papua Barat Daya,Golkar,Partai Golongan Karya,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Papua Barat Daya,Demokrat,Partai Demokrat,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Papua Barat Daya,PDIP,Partai Demokrasi Indonesia Perjuangan,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Papua Barat Daya,NasDem,Partai NasDem,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Papua Barat Daya,Gerindra,Partai Gerakan Indonesia Raya,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Papua Barat Daya,Hanura,Partai Hati Nurani Rakyat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Papua Barat Daya,Perindo,Partai Perindo,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Papua Barat Daya,PAN,Partai Amanat Nasional,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Papua Barat Daya,PKB,Partai Kebangkitan Bangsa,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Papua Barat Daya,PKS,Partai Keadilan Sejahtera,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Papua Barat Daya,PSI,Partai Solidaritas Indonesia,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
