province,province_raw,party_code,party_name,kabkot_seats
Papua Tengah,Central Papua,Gabthat,Gabthat,0
Papua Tengah,Central Papua,PDA,PDA,0
Papua Tengah,Central Papua,PA,PA,0
Papua Tengah,Central Papua,PASA,PASA,0
Papua Tengah,Central Papua,SIRA,SIRA,0
Papua Tengah,Central Papua,Ummat,Partai Ummat,4
Papua Pegunungan,Highland Papua,PKB,Partai Kebangkitan Bangsa,13
Papua Pegunungan,Highland Papua,Gerindra,Partai Gerakan Indonesia Raya,16
Papua Pegunungan,Highland Papua,PDIP,Partai Demokrasi Indonesia Perjuangan,28
Papua Pegunungan,Highland Papua,Golkar,Partai Golongan Karya,13
Papua Pegunungan,Highland Papua,NasDem,Partai NasDem,29
Papua Pegunungan,Highland Papua,Buruh,Partai Buruh,3
Papua Pegunungan,Highland Papua,Gelora,Partai Gelombang Rakyat Indonesia,3
Papua Pegunungan,Highland Papua,PKS,Partai Keadilan Sejahtera,21
Papua Pegunungan,Highland Papua,PKN,Partai Kebangkitan Nusantara,13
Papua Pegunungan,Highland Papua,Hanura,Partai Hati Nurani Rakyat,6
Papua Pegunungan,Highland Papua,Garuda,Partai Garda Republik Indonesia,12
Papua Pegunungan,Highland Papua,PAN,Partai Amanat Nasional,8
Papua Pegunungan,Highland Papua,PBB,Partai Bulan Bintang,9
Papua Pegunungan,Highland Papua,Demokrat,Partai Demokrat,21
Papua Pegunungan,Highland Papua,PSI,Partai Solidaritas Indonesia,6
Papua Pegunungan,Highland Papua,Perindo,Partai Perindo,15
Papua Pegunungan,Highland Papua,PPP,Partai Persatuan Pembangunan,2
Papua Pegunungan,Highland Papua,PNA,PNA,0
Papua Pegunungan,Highland Papua,Gabthat,Gabthat,0
Papua Pegunungan,Highland Papua,PDA,PDA,0
Papua Pegunungan,Highland Papua,PA,PA,0
Papua Pegunungan,Highland Papua,PASA,PASA,0
Papua Pegunungan,Highland Papua,SIRA,SIRA,0
Papua Pegunungan,Highland Papua,Ummat,Partai Ummat,2
Papua Barat Daya,Southwest Papua,PKB,Partai Kebangkitan Bangsa,11
Papua Barat Daya,Southwest Papua,Gerindra,Partai Gerakan Indonesia Raya,11
Papua Barat Daya,Southwest Papua,PDIP,Partai Demokrasi Indonesia Perjuangan,16
Papua Barat Daya,Southwest Papua,Golkar,Partai Golongan Karya,23
Papua Barat Daya,Southwest Papua,NasDem,Partai NasDem,18
Papua Barat Daya,Southwest Papua,Buruh,Partai Buruh,1
Papua Barat Daya,Southwest Papua,Gelora,Partai Gelombang Rakyat Indonesia,1
Papua Barat Daya,Southwest Papua,PKS,Partai Keadilan Sejahtera,15
Papua Barat Daya,Southwest Papua,PKN,Partai Kebangkitan Nusantara,0
Papua Barat Daya,Southwest Papua,Hanura,Partai Hati Nurani Rakyat,8
Papua Barat Daya,Southwest Papua,Garuda,Partai Garda Republik Indonesia,3
Papua Barat Daya,Southwest Papua,PAN,Partai Amanat Nasional,6
Papua Barat Daya,Southwest Papua,PBB,Partai Bulan Bintang,1
Papua Barat Daya,Southwest Papua,Demokrat,Partai Demokrat,16
Papua Barat Daya,Southwest Papua,PSI,Partai Solidaritas Indonesia,1
Papua Barat Daya,Southwest Papua,Perindo,Partai Perindo,3
Papua Barat Daya,Southwest Papua,PPP,Partai Persatuan Pembangunan,1
Papua Barat Daya,Southwest Papua,PNA,PNA,0
Papua Barat Daya,Southwest Papua,Gabthat,Gabthat,0
Papua Barat Daya,Southwest Papua,PDA,PDA,0
Papua Barat Daya,Southwest Papua,PA,PA,0
Papua Barat Daya,Southwest Papua,PASA,PASA,0
Papua Barat Daya,Southwest Papua,SIRA,SIRA,0
Papua Barat Daya,Southwest Papua,Ummat,Partai Ummat,0
