GID_2,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,DAPIL
IDN.30.13_1,IDN,Indonesia,IDN.30_1,SumateraBarat,NA,Pasaman,NA,NA,Kabupaten,Regency,1309,ID.SB.PM,Sumatera Barat II
IDN.30.12_1,IDN,Indonesia,IDN.30_1,SumateraBarat,NA,PasamanBarat,NA,NA,Kabupaten,Regency,1312,ID.SB.PB,Sumatera Barat II
IDN.30.14_1,IDN,Indonesia,IDN.30_1,SumateraBarat,NA,Payakumbuh,NA,NA,Kota,City,1376,ID.SB.PY,Sumatera Barat II
IDN.30.15_1,IDN,Indonesia,IDN.30_1,SumateraBarat,NA,PesisirSelatan,NA,NA,Kabupaten,Regency,1302,ID.SB.PS,Sumatera Barat I
IDN.30.16_1,IDN,Indonesia,IDN.30_1,SumateraBarat,NA,Sawahlunto,NA,NA,Kota,City,1373,ID.SB.SL,Sumatera Barat I
IDN.30.17_1,IDN,Indonesia,IDN.30_1,SumateraBarat,NA,Sijunjung,NA,NA,Kabupaten,Regency,1304,ID.SB.SS,Sumatera Barat I
IDN.30.19_1,IDN,Indonesia,IDN.30_1,SumateraBarat,NA,Solok,NA,NA,Kabupaten,Regency,1303,ID.SB.SR,Sumatera Barat I
IDN.30.18_1,IDN,Indonesia,IDN.30_1,SumateraBarat,NA,SolokSelatan,NA,NA,Kabupaten,Regency,1310,ID.SB.SK,Sumatera Barat I
IDN.30.20_1,IDN,Indonesia,IDN.30_1,SumateraBarat,NA,TanahDatar,NA,NA,Kabupaten,Regency,1305,ID.SB.TD,Sumatera Barat I
IDN.31.1_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,BanyuAsin,NA,NA,Kabupaten,Regency,1607,ID.SL.BA,Sumatera Selatan I
IDN.31.2_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,EmpatLawang,NA,NA,Kabupaten,Regency,1611,ID.SL.EL,Sumatera Selatan II
IDN.31.3_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,Lahat,NA,NA,Kabupaten,Regency,1604,ID.SL.LT,Sumatera Selatan II
IDN.31.4_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,Lubuklinggau,NA,NA,Kota,City,1674,ID.SL.LL,Sumatera Selatan I
IDN.31.5_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,MuaraEnim,NA,NA,Kabupaten,Regency,1603,ID.SL.ME,Sumatera Selatan II
IDN.31.6_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,MusiBanyuasin,NA,NA,Kabupaten,Regency,1606,ID.SL.MB,Sumatera Selatan I
IDN.31.7_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,MusiRawas,NA,NA,Kabupaten,Regency,1605,ID.SL.MR,Sumatera Selatan I
IDN.31.8_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,OganIlir,NA,NA,Kabupaten,Regency,1610,ID.SL.OI,Sumatera Selatan II
IDN.31.9_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,OganKomeringIlir,NA,NA,Kabupaten,Regency,1602,ID.SL.OH,Sumatera Selatan II
IDN.31.12_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,OganKomeringUlu,NA,NA,Kabupaten,Regency,1601,ID.SL.OU,Sumatera Selatan II
IDN.31.10_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,OganKomeringUluSelatan,NA,NA,Kabupaten,Regency,1608,ID.SL.OS,Sumatera Selatan II
IDN.31.11_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,OganKomeringUluTimur,NA,NA,Kabupaten,Regency,1609,ID.SL.OT,Sumatera Selatan II
IDN.31.13_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,PagarAlam,NA,NA,Kota,City,1673,ID.SL.PG,Sumatera Selatan II
IDN.31.14_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,Palembang,NA,NA,Kota,City,1671,ID.SL.PA,Sumatera Selatan I
IDN.31.15_1,IDN,Indonesia,IDN.31_1,SumateraSelatan,NA,Prabumulih,NA,NA,Kota,City,1672,ID.SL.PR,Sumatera Selatan II
IDN.32.1_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,Asahan,NA,NA,Kabupaten,Regency,1208,ID.SU.AN,Sumatera Utara III
IDN.32.2_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,BatuBara,NA,NA,Kabupaten,Regency,1219,ID.SU.BB,Sumatera Utara III
IDN.32.3_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,Dairi,NA,NA,Kabupaten,Regency,1210,ID.SU.DA,Sumatera Utara III
IDN.32.4_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,DeliSerdang,NA,NA,Kabupaten,Regency,1212,ID.SU.DS,Sumatera Utara I
IDN.32.5_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,Gunungsitoli,NA,NA,Kota,City,1278,ID.SU.GS,Sumatera Utara II
IDN.32.6_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,HumbangHasundutan,NA,NA,Kabupaten,Regency,1215,ID.SU.HH,Sumatera Utara II
IDN.32.7_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,Karo,NA,NA,Kabupaten,Regency,1211,ID.SU.KA,Sumatera Utara III
IDN.32.8_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,KotaBinjai,NA,NA,Kota,City,1276,ID.SU.BI,Sumatera Utara III
IDN.32.9_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,KotaMedan,NA,NA,Kota,City,1275,ID.SU.ME,Sumatera Utara I
IDN.32.10_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,KotaTanjungbalai,NA,NA,Kota,City,1272,ID.SU.TB,Sumatera Utara III
IDN.32.13_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,Labuhanbatu,NA,NA,Kabupaten,Regency,1207,ID.SU.LH,Sumatera Utara II
IDN.32.11_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,LabuhanbatuSelatan,NA,NA,Kabupaten,Regency,1222,ID.SU.LS,Sumatera Utara II
IDN.32.12_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,LabuhanbatuUtara,NA,NA,Kabupaten,Regency,1223,ID.SU.LU,Sumatera Utara II
IDN.32.15_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,Langkat,NA,NA,Kabupaten,Regency,1213,ID.SU.LA,Sumatera Utara III
IDN.32.16_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,MandailingNatal,NA,NA,Kabupaten,Regency,1202,ID.SU.MN,Sumatera Utara II
IDN.32.20_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,Nias,NA,NA,Kabupaten,Regency,1201,ID.SU.NA,Sumatera Utara II
IDN.32.17_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,NiasBarat,NA,NA,Kabupaten,Regency,1225,ID.SU.NB,Sumatera Utara II
IDN.32.18_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,NiasSelatan,NA,NA,Kabupaten,Regency,1214,ID.SU.NS,Sumatera Utara II
IDN.32.19_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,NiasUtara,NA,NA,Kabupaten,Regency,1224,ID.SU.NU,Sumatera Utara II
IDN.32.22_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,PadangLawas,NA,NA,Kabupaten,Regency,1221,ID.SU.PL,Sumatera Utara II
IDN.32.21_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,PadangLawasUtara,NA,NA,Kabupaten,Regency,1220,ID.SU.PU,Sumatera Utara II
IDN.32.23_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,Padangsidimpuan,NA,NA,Kota,City,1277,ID.SU.PD,Sumatera Utara II
IDN.32.24_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,PakpakBarat,NA,NA,Kabupaten,Regency,1216,ID.SU.PB,Sumatera Utara III
IDN.32.25_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,Pematangsiantar,NA,NA,Kota,City,1273,ID.SU.PS,Sumatera Utara III
IDN.32.26_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,Samosir,NA,NA,Kabupaten,Regency,1217,ID.SU.SA,Sumatera Utara III
IDN.32.27_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,SerdangBedagai,NA,NA,Kabupaten,Regency,1218,ID.SU.SD,Sumatera Utara I
IDN.32.28_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,Sibolga,NA,NA,Kota,City,1271,ID.SU.SB,Sumatera Utara II
IDN.32.29_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,Simalungun,NA,NA,Kabupaten,Regency,1209,ID.SU.SM,Sumatera Utara III
IDN.32.30_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,TapanuliSelatan,NA,NA,Kabupaten,Regency,1203,ID.SU.TP,Sumatera Utara II
IDN.32.31_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,TapanuliTengah,NA,NA,Kabupaten,Regency,1204,ID.SU.TT,Sumatera Utara II
IDN.32.32_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,TapanuliUtara,NA,NA,Kabupaten,Regency,1205,ID.SU.TU,Sumatera Utara II
IDN.32.33_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,Tebingtinggi,NA,NA,Kota,City,1274,ID.SU.TG,Sumatera Utara I
IDN.32.34_1,IDN,Indonesia,IDN.32_1,SumateraUtara,NA,TobaSamosir,NA,NA,Kabupaten,Regency,1206,ID.SU.TR,Sumatera Utara II
IDN.33.1_1,IDN,Indonesia,IDN.33_1,Yogyakarta,NA,Bantul,NA,NA,Kabupaten,Regency,3402,ID.YO.BA,Daerah Istimewa Yogyakarta
IDN.33.2_1,IDN,Indonesia,IDN.33_1,Yogyakarta,NA,GunungKidul,NA,NA,Kabupaten,Regency,3403,ID.YO.GK,Daerah Istimewa Yogyakarta
IDN.33.3_1,IDN,Indonesia,IDN.33_1,Yogyakarta,NA,KotaYogyakarta,NA,NA,Kota,City,3471,ID.YO.YO,Daerah Istimewa Yogyakarta
IDN.33.4_1,IDN,Indonesia,IDN.33_1,Yogyakarta,NA,KulonProgo,NA,NA,Kabupaten,Regency,3401,ID.YO.KP,Daerah Istimewa Yogyakarta
IDN.33.5_1,IDN,Indonesia,IDN.33_1,Yogyakarta,NA,Sleman,NA,NA,Kabupaten,Regency,3404,ID.YO.SL,Daerah Istimewa Yogyakarta
